Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDY12,OUT035,391.5104709316508
FDU15,OUT035,674.5505686381277
FDQ19,OUT046,3840.7812939737987
DRF15,OUT045,2490.8525235221914
DRE25,OUT019,1109.8667959973473
FDK57,OUT018,1818.7676802402957
FDD33,OUT010,3218.3485619359135
FDR34,OUT027,4085.6238291421632
FDU04,OUT045,2110.129330107855
FDE35,OUT019,859.1732113980443
NCD31,OUT035,2684.969024505237
FDJ56,OUT035,932.6861003708395
NCU53,OUT046,2496.054666698632
FDD39,OUT035,3239.8323945893353
NCU17,OUT019,1129.3065336973534
FDJ20,OUT046,1588.363506041375
NCW41,OUT018,2707.513938051691
FDL52,OUT035,610.2314947929362
FDS39,OUT035,2319.6102086852716
DRJ47,OUT045,2745.80733723686
FDP13,OUT010,49.04143229061151
DRK39,OUT010,1360.0226340934894
FDF28,OUT010,2131.7837790199555
FDB09,OUT045,1934.5600541782635
FDM51,OUT046,1573.1063306208919
DRM49,OUT018,336.98638877256025
DRF23,OUT013,2753.721287313262
DRH01,OUT035,2455.2106989575213
FDH12,OUT027,1883.6351555660785
FDA28,OUT019,1824.405998370224
FDW37,OUT018,1168.262869623079
FDF02,OUT046,1271.8149051242024
DRL37,OUT046,568.6219023743338
NCF43,OUT046,2096.3454652372284
FDH08,OUT010,3871.244925978751
FDR34,OUT019,3704.3569894088005
NCK19,OUT049,2723.0660245225
NCD55,OUT018,894.7942333348598
FDT27,OUT049,3420.1688732338407
FDQ57,OUT045,2404.4859710813525
FDA47,OUT035,2209.07015377065
DRG15,OUT027,1238.7611221469633
FDE05,OUT018,2452.2449958235893
FDN46,OUT046,1031.3410280214791
FDX27,OUT027,1524.2291409270033
FDT51,OUT045,1917.963274166136
FDU33,OUT013,661.7289729235924
FDJ16,OUT027,1005.9618576910614
FDD20,OUT019,2008.8530138647593
FDT36,OUT049,122.8464646184485
DRF15,OUT027,2823.545955793268
FDN52,OUT010,812.2248502620909
FDC22,OUT027,2949.312666664895
FDX15,OUT045,2018.3238011151104
FDT13,OUT013,3407.540037425758
FDU04,OUT017,2052.3839910841207
FDU31,OUT019,3428.12424266624
FDW59,OUT027,1635.5565502881257
NCO29,OUT046,2553.675374805027
FDL15,OUT035,2378.9876906200907
FDI41,OUT049,2085.8470975872115
FDQ48,OUT049,1347.245459062543
DRI39,OUT013,1004.8354782839947
FDI08,OUT013,4174.117431523371
FDC21,OUT049,1626.9817531643612
FDF58,OUT035,1156.5191998515525
FDS08,OUT010,2786.239981096922
FDE47,OUT045,1988.1900818664747
NCP18,OUT019,2408.965185512223
NCR41,OUT013,1789.021039920189
FDA27,OUT013,4390.509136976407
FDA43,OUT035,2941.3895560631436
FDA49,OUT045,1296.9896277650173
NCE55,OUT018,2802.2975352868425
DRM49,OUT027,624.97398647879
FDF22,OUT027,3673.1573642732155
FDQ15,OUT018,891.4457970222417
NCS54,OUT017,2865.128509167652
NCY05,OUT013,902.7638007103961
FDR45,OUT046,3722.9487300557976
FDK57,OUT049,1626.902310038717
FDF41,OUT010,3297.8782765154956
FDV21,OUT046,1786.4529881260157
FDD51,OUT046,288.3643428102201
FDF33,OUT046,1743.7023345631249
FDA38,OUT046,3722.502107979217
FDR56,OUT045,2822.822923448781
NCN41,OUT017,1842.3801713171522
FDC60,OUT027,1449.881574623156
FDB47,OUT045,3146.78047916204
DRH01,OUT013,2858.4101035899093
FDW08,OUT046,1080.4454451869617
FDF38,OUT027,1100.9930167086072
FDY32,OUT017,2121.2049444612194
FDG34,OUT049,1644.3341397922802
FDG47,OUT019,3761.571328877153
NCF18,OUT035,2762.8371572315637
FDL39,OUT019,2573.316916739069
NCH55,OUT035,2024.5335973643744
DRJ35,OUT049,758.691865243199
FDS44,OUT035,3211.833320722956
DRE01,OUT018,3302.0226423476943
FDY39,OUT013,3232.5264383897484
FDY32,OUT018,2251.4459838123694
FDR33,OUT027,2215.26829688589
NCP50,OUT049,1282.5431495717073
FDZ47,OUT018,1505.1678586533696
FDU57,OUT049,2064.505561325816
FDY44,OUT013,3493.382872947479
DRH59,OUT018,1218.8554501387937
FDB03,OUT027,3613.669810354543
FDY46,OUT045,2929.9914310974045
FDM39,OUT045,2755.3980518762673
FDY36,OUT035,1350.791813551769
NCM55,OUT035,2780.2111226822317
FDJ50,OUT010,1119.565593233944
DRL60,OUT013,2806.374290943263
NCJ54,OUT049,3441.3127719285385
FDX59,OUT017,484.2641679624973
FDI07,OUT013,3373.068271119293
DRF51,OUT010,-205.5436063811038
FDM14,OUT017,1839.412511361177
FDP21,OUT045,3050.216299307135
FDE40,OUT035,750.4113267063303
FDE05,OUT035,2360.359021313361
FDM13,OUT027,2383.1761303827334
FDC34,OUT027,2246.8388981938597
NCI55,OUT018,2191.919353312869
NCE43,OUT018,2480.75115914058
FDW58,OUT018,1971.2475354335795
FDG60,OUT045,3610.491865084994
FDV31,OUT017,2434.4256881140836
FDR47,OUT013,3198.285602054061
FDM60,OUT019,516.6460997641586
NCF06,OUT018,4258.583202342052
NCN26,OUT027,2125.5561438534914
FDQ59,OUT049,1187.3829639556543
FDF09,OUT046,655.104163754778
NCS06,OUT017,3998.620104993478
FDT44,OUT046,1493.2874048529181
FDI19,OUT017,3741.05505561892
FDT22,OUT017,605.4765989135135
NCF54,OUT027,3044.7688976859836
DRG25,OUT045,3049.4308674334443
FDB59,OUT017,3187.038779930698
FDQ37,OUT017,2799.789159252319
FDP56,OUT035,762.0829660129766
FDW44,OUT035,2734.1651526990263
FDJ26,OUT010,3144.406159794784
FDU43,OUT018,3755.8541645437545
FDW33,OUT045,1421.2886184214337
NCX53,OUT027,2766.846473380084
FDN56,OUT010,1904.1846783134445
DRF15,OUT049,2327.922554995968
FDO33,OUT017,1556.9072086958447
FDZ39,OUT010,1939.067135099919
NCJ19,OUT017,506.3220788515068
FDU01,OUT035,2791.1976900092286
FDT12,OUT035,3476.6393416204364
NCM18,OUT018,921.7501642083471
FDP19,OUT017,1386.4473749372144
NCR42,OUT049,455.7640067723954
FDN10,OUT046,1768.0642364445744
FDG44,OUT017,571.3595756753052
FDQ10,OUT046,2648.3857844160866
DRH13,OUT049,1646.1401424643652
FDT52,OUT013,4170.457714789159
FDM56,OUT045,1646.9532611277493
NCO43,OUT010,1677.145483958808
NCV29,OUT035,2676.1699902504815
NCF06,OUT013,4532.234568875151
FDO50,OUT035,1287.3828684804325
FDT59,OUT013,4080.6690283724056
FDX40,OUT027,727.6666801595767
FDE50,OUT017,3012.9966149979527
FDX51,OUT017,3149.7008237146065
NCD30,OUT018,1749.5964915921081
FDK15,OUT013,1694.4283484033845
FDL12,OUT045,639.1750600811465
FDK46,OUT017,3980.8150064886495
DRH49,OUT010,1528.9104264691607
FDQ57,OUT046,2290.5279630524115
FDY59,OUT017,1502.3339128890718
FDO09,OUT018,3817.398895911484
NCG30,OUT035,1671.255233891249
FDM09,OUT017,2412.9877445513257
NCN17,OUT027,1928.1577295474915
NCS42,OUT013,1665.0987369849909
FDD02,OUT019,1682.9114898138414
FDE34,OUT013,2918.7494629201547
FDU38,OUT045,2857.7232396369536
FDB33,OUT046,2517.717200916697
NCJ29,OUT017,1381.9777230609482
FDZ27,OUT035,901.0259939383633
FDI40,OUT013,1556.1748233540104
FDG22,OUT013,988.1858530777995
FDT51,OUT017,1866.3250932373255
FDF20,OUT018,3269.3556983292283
FDV50,OUT035,1558.026659710443
FDT02,OUT049,570.3073685063367
DRC49,OUT017,2135.9535719330406
FDF26,OUT049,2260.2291488305323
FDV52,OUT035,1767.8543277518627
FDX59,OUT049,427.93109950976793
FDV25,OUT035,3463.169377584035
FDW23,OUT027,835.6992260998163
FDE53,OUT018,1891.3100977761349
FDA19,OUT017,1959.2937144642717
FDH22,OUT046,1464.1803093517647
NCO41,OUT013,2022.8607895136654
FDX12,OUT017,3818.522139902614
FDF17,OUT013,3447.4679119677685
FDS11,OUT045,3443.051589774057
FDR51,OUT035,1753.6106604760705
FDT49,OUT010,938.3887112956673
FDC56,OUT013,1892.908193343498
FDR13,OUT027,2288.326562347389
FDQ60,OUT035,1592.0715552720037
FDN38,OUT049,3547.993454521372
NCL29,OUT013,2510.983788283641
FDO13,OUT027,2876.23999589109
FDE26,OUT018,2161.3292570529547
FDA31,OUT010,2292.2435842661243
FDX14,OUT035,1053.787845699437
FDA34,OUT045,2885.8710275822405
FDF26,OUT013,2749.9850308564073
FDE38,OUT045,2630.66602337762
DRI11,OUT046,1744.6484775261085
FDQ60,OUT027,1946.9622696007439
FDL21,OUT027,1193.5395465993347
DRC12,OUT027,3417.090138136369
FDC47,OUT046,3124.0624930597332
FDE57,OUT045,2257.780189484136
FDT14,OUT045,1526.8363556638117
NCZ53,OUT046,2968.9851343070486
FDE28,OUT018,3294.9884336539226
FDR19,OUT035,1726.7366887902651
NCF54,OUT019,2585.636994144116
FDZ08,OUT046,890.7037135117484
NCJ05,OUT018,2522.7267580246744
FDF59,OUT046,1782.7753677619742
NCO05,OUT035,1574.7141792232671
FDW24,OUT018,939.5731170565188
NCX42,OUT018,2894.173393966609
NCA53,OUT035,935.927456711895
FDI45,OUT019,2715.966307454807
FDG46,OUT046,1741.8134974456068
FDM20,OUT010,3939.9439743978373
FDW11,OUT010,1046.0844716628214
FDX08,OUT035,2906.966726456855
NCK17,OUT035,688.5850373812248
FDK32,OUT018,2467.4086112178384
NCA42,OUT035,2572.9777950080224
DRI01,OUT035,2720.3278999141266
NCL55,OUT049,3752.4706634497734
DRE25,OUT018,1468.2928558559138
FDD14,OUT017,2250.736820896781
FDB10,OUT046,3482.0272986833625
DRN11,OUT035,1724.505053360024
FDP38,OUT018,986.4184581763508
NCA30,OUT017,2520.0045185644076
FDT15,OUT017,2863.4344380650627
NCP55,OUT018,1179.5288638215106
FDF12,OUT035,2152.732623627324
FDM21,OUT018,4017.7604480087384
FDX56,OUT035,3080.348216111306
FDF10,OUT017,1720.8760537706582
FDT32,OUT045,2889.6238758157724
FDM51,OUT018,1795.6613530564682
NCR50,OUT018,2685.3215013075514
FDI19,OUT049,3635.152675759751
FDX21,OUT017,1475.6301168802627
FDR31,OUT035,2257.872128748908
FDY02,OUT013,4234.220285083183
NCA29,OUT045,2595.4488456475638
NCX17,OUT046,3206.9209676071905
FDM12,OUT045,2880.509681719792
FDI53,OUT027,2465.5480758756203
NCU30,OUT049,2359.782991716236
FDC56,OUT027,1930.0112227024968
FDK27,OUT018,2212.8592586322434
NCK18,OUT017,2748.5490303463566
FDB52,OUT019,4022.4144685718065
DRG25,OUT027,3446.7483830198726
FDZ13,OUT049,212.01548478107983
FDB57,OUT019,3590.465880394844
FDR40,OUT046,1386.6285495305763
NCO14,OUT019,730.7345725169957
NCN19,OUT045,3156.6432627686117
FDQ28,OUT019,2189.986405414666
FDO13,OUT018,2616.8126916984875
FDK48,OUT013,1485.7326707456814
FDU07,OUT018,2431.6461014985307
FDW20,OUT046,1750.8560381238947
FDV12,OUT010,1527.0871202096953
FDH24,OUT013,2946.5770519471334
FDV59,OUT049,3245.6488846290913
FDK57,OUT045,1744.794742382993
FDL16,OUT027,542.3736385353727
NCQ17,OUT046,2009.7224458807616
FDJ15,OUT018,3107.7024503975163
FDX24,OUT049,1266.265264281014
FDT47,OUT046,1331.4801487936068
FDT10,OUT049,776.2291784381086
FDZ37,OUT018,1614.5040892579473
FDW43,OUT027,4069.180482649499
DRN36,OUT017,1447.510586442995
FDJ14,OUT045,1272.865497072818
FDA32,OUT013,3823.442614507777
FDJ38,OUT019,2896.761944168259
FDQ57,OUT017,2170.0425588542366
NCQ41,OUT019,2973.3110410181025
FDG56,OUT049,718.4203093523533
DRC13,OUT027,2387.6828659484645
FDV55,OUT035,2218.5225571716264
FDQ49,OUT045,2390.184566528518
FDE29,OUT010,294.0982942678945
FDR03,OUT013,3477.7394803315883
FDD45,OUT049,1256.9283085609486
FDN38,OUT010,3624.7076426788926
FDT56,OUT046,507.75028102027613
FDT48,OUT045,3142.274162089845
FDU03,OUT049,2497.5755204992256
FDC56,OUT010,1368.0574536507977
NCO43,OUT027,1937.5772112598784
FDQ27,OUT017,1570.108751704213
FDR03,OUT046,3295.94180326456
DRH23,OUT010,-15.581889514813838
FDG22,OUT045,655.2025010371027
NCJ42,OUT013,2136.879273730815
FDR24,OUT046,1255.9650713791632
FDW60,OUT035,2883.2357225217893
FDJ08,OUT013,3025.4633003097697
DRL59,OUT018,1057.808576366083
FDG60,OUT010,3605.064859377305
FDW27,OUT017,2311.9004486642034
FDX14,OUT018,1192.8643313054963
FDC20,OUT013,1351.2145584243344
NCS29,OUT018,4108.592100420942
FDJ56,OUT046,848.4913340158225
FDB20,OUT019,1050.710062718367
FDL28,OUT027,3867.6131174420707
FDW01,OUT018,2400.0637451437206
FDL03,OUT046,3080.6713779840056
FDX22,OUT049,3256.6134219794776
FDJ21,OUT035,2296.476955583111
FDR31,OUT045,2315.4433257502897
FDG21,OUT035,1902.171916634554
FDS22,OUT027,1170.500300801911
FDK08,OUT035,1206.4354778590869
FDE17,OUT018,2444.427706140177
NCN30,OUT017,1606.8391070039881
FDT50,OUT046,1148.5670449234656
NCX42,OUT049,2630.1629767627055
FDJ12,OUT035,3273.641893871556
NCA18,OUT027,2177.2047661976494
FDP23,OUT019,3358.356014817885
FDX12,OUT013,4029.6765893224256
FDN40,OUT018,2311.4615899508244
FDV48,OUT035,1201.4256049280098
NCY54,OUT013,2432.9028062597463
FDL16,OUT010,-127.42403765058634
FDR45,OUT018,3931.501583548509
FDJ52,OUT046,2557.5235123054154
DRG01,OUT017,1187.0725864626224
FDP52,OUT013,3848.3276976935113
FDU58,OUT017,2956.729246567559
FDL02,OUT045,1407.9871562813598
FDG28,OUT013,4147.9124604042945
FDA19,OUT035,1974.3110171666056
FDW46,OUT027,1321.141542264575
NCD43,OUT049,1646.6538214154507
DRG39,OUT013,1201.0690257083224
NCF55,OUT049,572.7881917438117
FDJ07,OUT046,1906.241416833404
FDE08,OUT046,2240.6715410172446
FDP56,OUT019,670.4651297095276
FDT45,OUT045,816.1064664084455
FDF17,OUT018,3170.2060607984786
FDX44,OUT046,1304.0440709635263
FDM28,OUT027,3194.646016225968
FDI36,OUT049,2898.915157467496
FDS07,OUT045,1578.2804777895892
FDD36,OUT045,1982.1657416957717
FDW11,OUT046,855.5818596376698
FDN40,OUT049,2113.4706489000714
NCQ18,OUT049,1009.5652353915011
NCQ54,OUT017,2723.213176152215
NCS42,OUT045,1351.885236417999
DRH39,OUT010,925.0366492306474
FDC09,OUT027,2102.4942829007996
FDT08,OUT010,2424.5689955280486
FDC08,OUT035,3419.9562833347545
FDT20,OUT017,585.8992468651729
FDS35,OUT035,710.7283209546737
FDX58,OUT018,2967.842011568575
FDW58,OUT046,1481.085263728088
DRD27,OUT046,1377.9232139700482
FDH32,OUT019,1172.923614395509
FDS26,OUT035,3890.2592429316364
FDQ31,OUT046,1240.5544053053911
FDP11,OUT018,3427.801443313956
FDD58,OUT017,1464.9481753530247
FDM33,OUT045,3232.2933914747864
FDZ16,OUT049,2410.6862707440523
NCS29,OUT010,4030.8926887563794
NCM18,OUT019,534.772764538425
FDP11,OUT049,3201.717165522882
NCC42,OUT017,2181.935706065424
DRM23,OUT046,2190.0149014308804
NCN55,OUT027,4050.253331589365
FDK46,OUT013,4355.408854699693
FDR01,OUT046,2975.25753416339
NCA05,OUT045,2468.705460474869
NCP43,OUT017,2817.663767517648
FDR12,OUT010,2865.477717827862
FDQ01,OUT013,3820.5189215750015
FDM13,OUT046,1884.7678914866744
FDQ19,OUT017,3898.5227349317593
FDK56,OUT019,2104.1692360714114
NCX06,OUT010,3179.755782252714
FDO56,OUT027,2250.7381138168003
FDU45,OUT045,1837.4265444382033
FDI16,OUT019,25.399008909731663
FDL32,OUT046,1326.8848864697602
FDA07,OUT046,1914.5027060884909
FDA14,OUT045,2234.0561585529013
FDV46,OUT027,2726.5389196049937
NCO07,OUT035,3487.6041634405574
NCP41,OUT046,1709.5882385701968
FDY60,OUT018,2423.3627234461346
FDN38,OUT017,3660.8870110727185
FDO15,OUT046,1265.4970572335005
FDT60,OUT013,2138.999276860727
FDA55,OUT035,3447.0700400252153
FDE02,OUT010,995.7200073909819
DRJ39,OUT049,3378.114987339356
FDV34,OUT035,1337.79362353982
FDS20,OUT027,3223.705285942592
FDF02,OUT027,1732.394605797371
FDW40,OUT017,1931.1455918076133
NCB43,OUT046,2575.8221816156365
FDR58,OUT017,1412.8538021380457
DRJ59,OUT035,764.928435228928
NCD30,OUT017,1609.2630972759155
FDE14,OUT017,1570.6831722815016
FDC28,OUT018,1764.6650447443012
FDU16,OUT018,1381.5552845644308
NCD19,OUT035,1040.7841456401
FDU21,OUT046,343.49547848330815
FDV59,OUT027,3761.85580483544
FDU03,OUT045,2773.9232202860376
FDC33,OUT010,3242.4259778401274
NCR42,OUT035,596.638277612745
DRH59,OUT035,1129.0339615270195
NCM31,OUT035,2137.688261855903
FDS50,OUT035,3421.805722886528
FDP39,OUT046,634.2710935014122
FDQ55,OUT013,2343.4058186815564
FDV36,OUT019,1995.8519023333306
FDI05,OUT027,1220.266305121328
FDS45,OUT027,2142.3915187776984
FDA39,OUT045,797.5079032144482
FDC37,OUT010,1893.1215092578184
FDJ60,OUT027,2906.0988788099157
DRQ35,OUT046,1849.824272751358
NCJ06,OUT046,1842.5774306438238
NCY42,OUT018,2518.0685565880176
DRM37,OUT049,2859.5688800588887
FDR14,OUT045,250.92222073237195
FDE51,OUT049,356.38967845931745
FDT33,OUT017,2623.95580006155
FDR08,OUT013,2165.7134684413677
FDE36,OUT010,2671.2841933376567
FDL22,OUT019,1381.4194253725707
FDR44,OUT013,2155.2468237763537
FDI56,OUT019,905.9282793775217
FDE47,OUT010,2136.0893736269472
FDV27,OUT010,1545.768497462146
FDV10,OUT049,457.8740263863873
FDC40,OUT045,1168.9443104701431
NCX41,OUT013,3778.765915095526
NCQ38,OUT027,2182.42670931299
FDV12,OUT027,1892.978597885658
FDE52,OUT017,1427.3874915126273
FDG20,OUT027,2776.2254253017218
FDV16,OUT027,762.3339907282499
FDI32,OUT017,1158.049715806309
FDJ32,OUT049,773.6564052937119
FDN39,OUT018,2672.3541611375604
FDY34,OUT017,2741.9282861372767
FDC14,OUT035,682.2443354860037
FDA55,OUT017,3418.0571214415813
FDZ50,OUT010,2674.880127017698
DRG13,OUT049,2509.5864720557265
FDP01,OUT013,2673.4810704907222
NCG54,OUT017,2504.104118198299
FDM13,OUT045,2009.2397386569417
NCO18,OUT027,3272.7667179716145
NCW41,OUT013,2946.9691862086893
FDM52,OUT027,2791.4794346381505
NCF55,OUT035,676.3394094731998
FDT09,OUT046,2124.1215702781133
NCM19,OUT035,1730.873278883147
FDW12,OUT018,2318.9853464489584
FDP15,OUT019,3567.581042762683
FDK36,OUT045,972.2269772781411
FDZ25,OUT035,2768.17935935089
NCW06,OUT049,2884.6921200471916
FDW60,OUT046,2830.176140160518
DRC49,OUT013,2540.40843420728
NCT17,OUT035,2978.3808863847707
NCN06,OUT018,2338.231155653013
FDC45,OUT013,2610.364530336872
DRJ47,OUT019,2574.9311435452582
NCF06,OUT045,4170.093547659479
FDE21,OUT010,2107.621616039787
DRG27,OUT013,735.3392497734858
FDW40,OUT049,1827.8000053173762
NCO53,OUT046,2195.8530671858616
FDE23,OUT049,565.7282530141002
FDQ16,OUT046,1634.736600789348
FDS26,OUT045,3866.8436791960867
FDZ13,OUT010,20.455120333608306
FDS14,OUT049,2311.7972665241823
FDC10,OUT045,1761.7780117600798
FDY16,OUT049,2683.7037708423513
FDJ20,OUT035,1717.4189875367063
FDV43,OUT035,537.7965816744712
FDZ32,OUT027,2082.8046332404956
FDR23,OUT046,2474.9160078108525
FDN24,OUT035,526.3243785891466
FDE34,OUT027,2954.048840555137
FDU31,OUT013,3858.492577224194
FDW33,OUT018,1547.7635685590253
FDU26,OUT046,1765.2415428826498
FDE20,OUT027,3221.9751138751117
NCW05,OUT035,1188.7578711964075
FDB22,OUT018,2394.217100188097
FDO56,OUT046,1735.695715751043
FDA19,OUT027,2372.96159275382
DRI39,OUT045,672.6608846260348
FDH52,OUT018,1074.1471865000099
FDZ50,OUT035,2700.6010917728972
NCN42,OUT035,2453.371661173891
FDB53,OUT013,2247.9983753254937
DRG11,OUT017,1500.5578596194844
DRK11,OUT027,2874.84958220767
FDQ60,OUT017,1584.8761350523407
FDT36,OUT017,207.48178819256174
DRG25,OUT018,3131.733671537115
DRJ23,OUT046,2902.443971835857
FDG05,OUT035,2278.687606252095
NCK06,OUT018,2184.820777028739
FDU52,OUT017,2297.9173015156966
FDW07,OUT018,1045.627955919882
NCM17,OUT045,620.1885231146873
FDA22,OUT045,2476.4542798789616
NCA41,OUT018,3204.748731488977
FDF38,OUT035,757.1956601606449
FDH52,OUT046,903.0644323549664
FDY58,OUT019,3461.80127756027
FDZ16,OUT045,2542.3485755329557
NCM18,OUT017,770.1584629595844
FDA22,OUT018,2536.44263834545
NCJ43,OUT035,2841.3898856240967
FDI34,OUT027,3796.957242802486
FDG56,OUT046,758.4217691541962
FDS34,OUT046,1579.7110096956037
DRC01,OUT035,926.1403369023848
FDQ04,OUT035,451.0395565707308
FDK04,OUT035,889.7667191482611
FDT51,OUT049,1776.6764601151401
FDV26,OUT017,2887.891246984499
FDS04,OUT049,1628.2502879847384
FDW43,OUT018,3778.816914635494
FDQ28,OUT010,2387.8361759625486
NCK06,OUT017,2038.4236031876883
FDS23,OUT018,1705.5430107441534
FDZ36,OUT019,2653.939729186244
FDE56,OUT018,568.2927980024981
FDW10,OUT027,3023.555601376307
NCN14,OUT045,2705.7661294146237
NCQ18,OUT045,1152.1282052902138
FDW08,OUT017,1546.421925231289
FDU43,OUT035,3630.387710630098
FDR33,OUT010,1939.9159774247667
FDM24,OUT010,2189.1241012965775
NCZ05,OUT046,1468.7443422113668
NCV41,OUT035,1899.2258616364782
FDV11,OUT018,2660.8449281432386
NCY05,OUT035,552.3738767047133
FDV44,OUT018,3084.1279542520233
FDW32,OUT049,990.610306120099
NCU18,OUT027,2574.96820945099
NCC43,OUT035,3826.4469878379496
FDW19,OUT013,2134.805697454856
FDN31,OUT035,2865.6370746023704
FDI48,OUT045,781.2554787000785
FDS24,OUT017,1304.0287668739247
FDF46,OUT049,1601.52178320932
DRG23,OUT017,2150.089083694851
FDG14,OUT018,2449.9702980180145
NCY30,OUT049,2781.079309443491
FDO28,OUT018,1934.186872294405
DRD24,OUT035,2299.978146140027
FDI33,OUT049,1383.1046216381228
FDN32,OUT046,2948.558682494727
FDR16,OUT045,3068.6589543198616
FDF26,OUT046,2307.7983849794255
NCN29,OUT018,1048.7988483718939
FDE20,OUT045,2845.2323740811644
FDA46,OUT046,2580.5320302196114
FDU28,OUT045,2734.5685623214713
FDQ48,OUT045,1638.3246557070222
FDV36,OUT013,2273.882673782976
FDR14,OUT018,351.89321317828825
FDP23,OUT017,3392.7744486481834
FDP56,OUT013,1169.7769110856866
FDK48,OUT010,1357.7989513355053
FDR48,OUT046,1896.0787671884775
NCY29,OUT049,650.2647802213146
FDM22,OUT018,977.0108708246247
DRJ01,OUT013,2581.257371396585
FDZ43,OUT045,3777.59585478225
FDV03,OUT035,2359.232741131703
FDX11,OUT027,2939.1792001590493
NCA41,OUT027,3470.742556311039
FDE38,OUT017,2581.558239292506
FDI27,OUT018,835.9533186258503
FDN32,OUT013,3362.735051337916
NCN43,OUT017,2050.307023596707
FDB47,OUT027,3500.837835827674
FDV03,OUT017,2337.9370868332617
NCN30,OUT045,1700.414813207711
NCV54,OUT010,2080.6080440990654
FDV07,OUT013,2152.320878129688
FDP07,OUT049,2774.7046054584443
FDK48,OUT018,1308.2056220855557
FDM15,OUT019,2156.681392483525
FDY19,OUT027,2249.9078829372875
FDK46,OUT046,3928.697953313319
FDY11,OUT045,1144.0606723056103
FDH09,OUT046,692.7191292054056
FDO08,OUT027,2934.745278596828
FDU14,OUT013,4313.976272988746
FDD22,OUT027,1908.992708072429
FDM27,OUT017,1897.321273339068
FDL02,OUT027,1783.2307279856807
NCA17,OUT035,2215.5292810169776
FDE38,OUT019,2470.942540600521
NCG07,OUT049,2800.8199639113664
DRC27,OUT013,4154.418783560826
FDA27,OUT035,4046.3889604760598
FDW40,OUT045,1970.4288499953757
DRI11,OUT013,2222.425027174898
FDN50,OUT046,1488.916032407041
FDR12,OUT046,2650.366155913368
FDT34,OUT027,1433.7505646907682
FDW11,OUT035,959.8010236782764
NCO30,OUT027,3391.432393763348
FDZ34,OUT017,2856.7118313803085
FDU45,OUT017,1785.3734463472563
NCD42,OUT035,751.8393024670289
FDX25,OUT045,2596.0527065442648
NCR29,OUT046,764.3971301924721
FDX43,OUT019,2579.2964678554263
FDB04,OUT010,1322.02916070245
FDR49,OUT027,692.0688913053812
FDS39,OUT018,2438.034870598718
FDW58,OUT045,1862.49479163485
FDG22,OUT019,526.8572159977639
FDG31,OUT017,995.3002350949454
NCV53,OUT027,4034.583974575745
DRJ37,OUT035,2281.2591839672996
FDV07,OUT035,1795.804081034066
FDW52,OUT018,2745.3198639130605
FDT15,OUT045,2921.8064013924986
FDD02,OUT018,1952.1832574624434
FDM16,OUT035,1221.4344521322678
NCE55,OUT046,2263.4146389807693
FDB57,OUT018,3700.79702287497
FDQ04,OUT013,866.5951890803692
FDQ47,OUT019,-560.4449036506498
FDY14,OUT019,3798.3855071923435
DRK37,OUT017,2917.023420892714
FDO25,OUT017,2856.3691610155456
FDL57,OUT046,3861.8089022195336
NCK29,OUT018,1671.9290209071755
FDK46,OUT027,4351.8173489743795
NCB43,OUT010,2573.5583025187234
DRE01,OUT027,3585.992259272537
FDC46,OUT018,2671.8532371038054
FDQ23,OUT045,1759.7058777551763
FDX38,OUT049,666.8594152005094
FDG60,OUT018,3724.9367754027526
FDW55,OUT017,3932.0282270452444
FDP39,OUT013,1047.1064874627891
FDB20,OUT018,1325.8504620914505
FDV21,OUT017,1349.8752509712874
FDZ02,OUT013,1916.6665802717193
FDP19,OUT027,1812.0938475146736
FDA38,OUT035,3871.634686053395
FDH22,OUT045,1586.4129889774856
DRM11,OUT045,4004.8426726923644
FDO12,OUT027,3332.0222158240404
FDT14,OUT049,1388.9055498000184
FDW34,OUT010,3965.717818233489
FDG04,OUT027,3507.8760448129733
FDW59,OUT018,1567.265605506242
FDR33,OUT018,1912.3282130165976
FDP32,OUT013,2285.748323783683
FDL13,OUT027,3963.851429719364
FDD22,OUT013,1890.8909505828683
FDV40,OUT027,1425.563364953076
NCD55,OUT046,675.3078843124733
FDQ20,OUT010,883.9943728169992
FDD28,OUT045,907.5682248494451
FDC39,OUT045,2751.2205039296223
NCR17,OUT049,1826.9863863146172
DRO35,OUT018,1988.979126108249
FDF40,OUT049,3883.449075164377
FDR31,OUT018,2358.7235205647303
NCQ41,OUT017,2926.2244121377335
FDP38,OUT046,768.6287771482489
NCU54,OUT027,3408.5373739036813
FDG22,OUT018,695.4578381892472
DRK59,OUT013,3876.7380771561748
FDC37,OUT046,1638.820292504513
NCO42,OUT013,2743.8219691289733
NCT42,OUT017,2415.8861030327935
FDX27,OUT035,1383.5454782251784
FDV40,OUT018,1428.7883928250733
FDT45,OUT027,1197.6027698772382
FDS47,OUT019,586.9581873780494
FDR45,OUT035,3791.5132131482405
FDB03,OUT045,3238.2901608965267
FDO49,OUT035,891.6571192082346
FDU60,OUT027,2932.123720874968
FDB26,OUT018,1006.7895689556665
FDB46,OUT017,3074.3083746264865
FDQ37,OUT019,2579.343306663288
FDN03,OUT017,4003.4325605467893
NCX30,OUT045,3989.5795188604397
FDK32,OUT019,2258.485678522881
DRM47,OUT013,3368.822094854141
NCO02,OUT046,844.9677061320733
FDP04,OUT013,1526.864687856911
NCO43,OUT049,1466.33183683596
